ts,device_id,device_type,pkt_sec,bytes_sec,dest_count,avg_payload,protocol,patch_status,maintenance_days,is_anomaly
2025-09-02T10:47:24.194379,glucose_monitor_01,glucose_monitor,230.11,7577.98,12,154.94,unknown,unpatched,289,False
2025-09-02T10:47:26.189381,blood_pressure_monitor_01,blood_pressure_monitor,349.48,2669.55,17,933.75,unknown,patched,195,False
2025-09-02T10:47:28.195531,insulin_pump_01,insulin_pump,153.95,4086.47,2,1012.86,unknown,patched,132,False
2025-09-02T10:47:30.197409,pacemaker_01,pacemaker,70.79,2997.21,8,786.74,unknown,patched,342,False
2025-09-02T10:47:32.187032,insulin_pump_01,insulin_pump,38.95,3042.92,7,816.33,unknown,patched,41,False
2025-09-02T10:47:34.190064,insulin_pump_01,insulin_pump,132.88,5315.08,19,959.42,unknown,patched,335,False
2025-09-02T10:47:36.189432,heart_rate_sensor_02,heart_rate_sensor,277.41,4717.53,1,243.76,unknown,patched,23,False
2025-09-02T10:47:38.189993,glucose_monitor_01,glucose_monitor,209.79,871.71,11,46.19,unknown,patched,41,False
2025-09-02T10:47:40.193245,heart_rate_sensor_02,heart_rate_sensor,386.94,5193.43,14,718.28,unknown,patched,123,False
2025-09-02T10:47:42.190173,pacemaker_01,pacemaker,26.78,1600.51,18,999.07,unknown,patched,340,False
2025-09-02T10:47:44.184374,pacemaker_01,pacemaker,50.28,4058.63,4,953.71,unknown,patched,60,False
2025-09-02T10:47:46.193988,pacemaker_01,pacemaker,22.85,4813.06,0,503.82,unknown,patched,70,False
2025-09-02T10:47:48.204104,heart_rate_sensor_02,heart_rate_sensor,493.91,9353.87,8,892.18,unknown,patched,343,False
2025-09-02T10:47:50.200026,pacemaker_01,pacemaker,192.2,802.16,12,276.83,unknown,patched,49,False
2025-09-02T10:47:52.187074,pacemaker_01,pacemaker,32.15,5308.41,4,360.59,unknown,patched,39,False
2025-09-02T10:47:54.185148,blood_pressure_monitor_01,blood_pressure_monitor,279.16,3555.94,16,547.26,unknown,unpatched,126,False
2025-09-02T10:47:56.194830,insulin_pump_01,insulin_pump,240.26,8356.08,12,209.48,unknown,patched,266,False
2025-09-02T10:47:58.187074,heart_rate_sensor_02,heart_rate_sensor,222.56,6441.84,19,31.38,unknown,unpatched,112,False
2025-09-02T10:48:00.188841,heart_rate_sensor_02,heart_rate_sensor,288.53,9695.84,8,221.23,unknown,patched,268,False
2025-09-02T10:48:02.186011,pacemaker_01,pacemaker,84.38,9926.45,4,385.52,unknown,unpatched,179,False
2025-09-02T10:49:18.813759,glucose_monitor_01,glucose_monitor,116.75,2944.42,12,982.37,unknown,patched,246,False
2025-09-02T10:49:20.795765,pacemaker_01,pacemaker,221.71,219.56,16,518.56,unknown,patched,12,False
2025-09-02T10:49:22.804531,pacemaker_01,pacemaker,58.74,8729.77,12,452.89,unknown,unpatched,50,False
2025-09-02T10:49:24.799333,insulin_pump_01,insulin_pump,330.71,7886.51,15,55.52,unknown,patched,52,False
2025-09-02T10:49:26.796041,blood_pressure_monitor_01,blood_pressure_monitor,100.92,9654.28,4,363.32,unknown,patched,151,False
2025-09-02T10:49:28.796080,blood_pressure_monitor_01,blood_pressure_monitor,116.4,1881.25,12,489.91,unknown,patched,24,False
2025-09-02T10:49:33.551559,pacemaker_01,pacemaker,243.85,9338.98,10,669.09,unknown,patched,210,False
2025-09-02T10:49:35.558841,heart_rate_sensor_02,heart_rate_sensor,21.87,7253.06,9,837.25,unknown,patched,223,False
2025-09-02T10:49:37.547928,pacemaker_01,pacemaker,452.87,1600.36,4,695.61,unknown,patched,320,False
2025-09-02T10:49:39.571478,glucose_monitor_01,glucose_monitor,245.61,1106.59,9,728.57,unknown,patched,250,False
2025-09-02T10:49:41.551093,pacemaker_01,pacemaker,17.34,7258.92,3,23.29,unknown,patched,84,False
2025-09-02T10:49:43.548675,heart_rate_sensor_02,heart_rate_sensor,428.0,546.1,7,400.32,unknown,unpatched,59,False
2025-09-02T10:49:45.579795,blood_pressure_monitor_01,blood_pressure_monitor,53.58,7126.64,15,467.0,unknown,unpatched,357,False
2025-09-02T10:49:47.555935,glucose_monitor_01,glucose_monitor,197.27,1204.04,17,67.06,unknown,patched,176,False
2025-09-02T10:49:49.561098,insulin_pump_01,insulin_pump,265.25,9746.14,11,94.76,unknown,patched,357,False
2025-09-02T10:49:51.566482,insulin_pump_01,insulin_pump,379.24,3717.88,4,566.27,unknown,patched,328,False
2025-09-02T10:49:53.551813,glucose_monitor_01,glucose_monitor,426.36,2511.85,6,355.66,unknown,patched,22,False
2025-09-02T10:49:55.548510,blood_pressure_monitor_01,blood_pressure_monitor,448.68,8884.58,13,984.0,unknown,patched,85,False
2025-09-02T10:49:57.554178,glucose_monitor_01,glucose_monitor,447.17,1993.03,10,821.45,unknown,patched,333,False
2025-09-02T10:49:59.561154,insulin_pump_01,insulin_pump,259.1,739.64,4,178.9,unknown,patched,294,False
2025-09-02T10:50:01.556819,glucose_monitor_01,glucose_monitor,72.51,2084.74,3,879.98,unknown,patched,213,False
2025-09-02T10:50:03.550135,pacemaker_01,pacemaker,399.75,4489.09,17,420.42,unknown,patched,329,False
2025-09-02T10:50:05.550136,insulin_pump_01,insulin_pump,412.76,1982.89,4,95.45,unknown,patched,280,False
2025-09-02T10:50:08.190752,heart_rate_sensor_02,heart_rate_sensor,449.54,1634.58,8,901.99,unknown,unpatched,97,False
2025-09-02T10:50:10.183943,blood_pressure_monitor_01,blood_pressure_monitor,50.89,7392.97,8,12.02,unknown,patched,196,False
2025-09-02T10:50:15.195483,heart_rate_sensor_02,heart_rate_sensor,340.34,4041.31,13,389.01,unknown,patched,122,False
2025-09-02T10:50:17.190300,heart_rate_sensor_02,heart_rate_sensor,317.78,5756.61,10,120.53,unknown,unpatched,141,False
2025-09-02T10:50:19.179515,blood_pressure_monitor_01,blood_pressure_monitor,150.86,6597.55,2,1012.31,unknown,patched,138,False
2025-09-02T10:50:21.192016,pacemaker_01,pacemaker,360.95,5157.17,19,538.08,unknown,patched,299,False
2025-09-02T10:50:23.189431,glucose_monitor_01,glucose_monitor,155.86,5505.06,1,92.12,unknown,patched,83,False
2025-09-02T10:50:25.186379,glucose_monitor_01,glucose_monitor,490.11,7453.27,13,689.84,unknown,patched,28,False
2025-09-02T10:50:27.189342,pacemaker_01,pacemaker,50.19,9838.27,2,485.17,unknown,patched,202,False
2025-09-02T10:50:29.181701,heart_rate_sensor_02,heart_rate_sensor,361.96,651.66,12,818.94,unknown,patched,276,False
2025-09-02T10:50:31.187640,insulin_pump_01,insulin_pump,466.06,4769.04,11,717.73,unknown,patched,343,False
2025-09-02T10:50:33.184191,insulin_pump_01,insulin_pump,138.06,2312.64,1,315.99,unknown,patched,248,False
2025-09-02T10:50:35.188132,blood_pressure_monitor_01,blood_pressure_monitor,172.47,1057.63,17,701.92,unknown,patched,336,False
2025-09-02T10:50:37.183450,blood_pressure_monitor_01,blood_pressure_monitor,156.52,2164.54,4,267.64,unknown,patched,349,False
2025-09-02T10:50:39.188213,glucose_monitor_01,glucose_monitor,409.71,5431.11,12,917.14,unknown,patched,88,False
2025-09-02T10:50:41.185098,heart_rate_sensor_02,heart_rate_sensor,350.75,2477.94,4,659.41,unknown,patched,2,False
2025-09-02T10:50:43.191467,insulin_pump_01,insulin_pump,11.18,972.94,4,310.23,unknown,patched,138,False
2025-09-02T10:50:45.192888,blood_pressure_monitor_01,blood_pressure_monitor,223.98,6286.99,16,853.25,unknown,patched,307,False
2025-09-02T10:50:47.188028,pacemaker_01,pacemaker,264.35,749.73,16,255.0,unknown,patched,215,False
2025-09-02T10:50:49.190674,insulin_pump_01,insulin_pump,120.11,915.84,9,77.58,unknown,patched,285,False
2025-09-02T10:50:51.190242,pacemaker_01,pacemaker,166.86,7997.25,18,958.25,unknown,unpatched,102,False
2025-09-02T10:50:53.191528,pacemaker_01,pacemaker,429.87,4314.83,10,324.29,unknown,patched,330,False
2025-09-02T10:50:55.193977,insulin_pump_01,insulin_pump,360.11,3165.3,2,340.52,unknown,unpatched,106,False
2025-09-02T10:50:57.190928,blood_pressure_monitor_01,blood_pressure_monitor,261.64,6834.73,9,523.2,unknown,unpatched,266,False
2025-09-02T10:50:59.194546,pacemaker_01,pacemaker,293.68,9911.84,1,99.48,unknown,patched,16,False
2025-09-02T10:51:01.181323,heart_rate_sensor_02,heart_rate_sensor,483.66,2581.49,13,876.2,unknown,patched,142,False
2025-09-02T10:51:03.180712,glucose_monitor_01,glucose_monitor,281.31,5331.03,3,31.4,unknown,patched,343,False
2025-09-02T10:51:05.190807,pacemaker_01,pacemaker,175.11,8387.83,16,53.64,unknown,unpatched,123,False
2025-09-02T10:51:07.186328,glucose_monitor_01,glucose_monitor,225.57,2996.45,1,343.32,unknown,unpatched,219,False
2025-09-02T10:51:09.198196,blood_pressure_monitor_01,blood_pressure_monitor,91.49,3846.31,2,725.35,unknown,unpatched,299,False
2025-09-02T10:51:11.189636,pacemaker_01,pacemaker,282.92,8890.68,11,706.34,unknown,unpatched,20,False
2025-09-02T10:51:13.194105,insulin_pump_01,insulin_pump,37.33,844.34,9,751.5,unknown,unpatched,46,False
2025-09-02T10:51:15.185267,glucose_monitor_01,glucose_monitor,464.29,9759.51,13,199.46,unknown,patched,293,False
2025-09-02T10:51:17.192075,blood_pressure_monitor_01,blood_pressure_monitor,58.12,9460.2,6,863.3,unknown,patched,173,False
2025-09-02T10:51:19.193130,insulin_pump_01,insulin_pump,154.5,7483.23,5,191.78,unknown,patched,244,False
2025-09-02T10:51:21.189718,blood_pressure_monitor_01,blood_pressure_monitor,428.23,7267.65,10,426.98,unknown,unpatched,119,False
2025-09-02T10:51:23.188402,blood_pressure_monitor_01,blood_pressure_monitor,385.69,3623.22,1,760.41,unknown,unpatched,129,False
2025-09-02T10:51:25.200487,blood_pressure_monitor_01,blood_pressure_monitor,144.15,780.36,1,470.34,unknown,patched,208,False
2025-09-02T10:51:27.191203,pacemaker_01,pacemaker,104.76,8126.37,6,473.24,unknown,patched,69,False
2025-09-02T10:51:29.184260,heart_rate_sensor_02,heart_rate_sensor,68.81,4848.93,18,674.3,unknown,unpatched,250,False
2025-09-02T10:51:31.196229,insulin_pump_01,insulin_pump,180.42,6171.01,3,375.02,unknown,patched,150,False
2025-09-02T10:51:33.183826,glucose_monitor_01,glucose_monitor,385.85,9535.54,18,834.87,unknown,unpatched,114,False
2025-09-02T10:51:35.198449,pacemaker_01,pacemaker,14.41,253.61,19,109.39,unknown,patched,109,False
2025-09-02T10:51:37.189856,heart_rate_sensor_02,heart_rate_sensor,162.57,4577.88,12,579.41,unknown,patched,25,False
2025-09-02T10:51:39.190162,insulin_pump_01,insulin_pump,161.64,5599.07,9,440.4,unknown,patched,82,False
2025-09-02T10:51:41.187052,heart_rate_sensor_02,heart_rate_sensor,450.17,4766.03,5,789.07,unknown,patched,168,False
2025-09-02T10:51:43.201485,glucose_monitor_01,glucose_monitor,143.29,1650.02,6,916.65,unknown,unpatched,176,False
2025-09-02T10:51:45.185174,pacemaker_01,pacemaker,81.1,4194.01,5,501.65,unknown,patched,30,False
2025-09-02T10:51:47.181230,insulin_pump_01,insulin_pump,123.4,7017.75,7,294.27,unknown,patched,197,False
2025-09-02T10:51:49.191618,insulin_pump_01,insulin_pump,322.06,7456.68,13,14.54,unknown,unpatched,303,False
2025-09-02T10:51:51.189846,insulin_pump_01,insulin_pump,115.11,2042.55,0,5.44,unknown,patched,285,False
2025-09-02T10:51:53.197426,pacemaker_01,pacemaker,381.71,1477.49,16,397.37,unknown,patched,105,False
2025-09-02T10:51:55.199746,blood_pressure_monitor_01,blood_pressure_monitor,178.99,2021.56,0,369.06,unknown,patched,53,False
2025-09-02T10:51:57.184982,heart_rate_sensor_02,heart_rate_sensor,49.43,3768.78,4,938.98,unknown,patched,265,False
2025-09-02T10:51:59.187275,glucose_monitor_01,glucose_monitor,144.45,6167.35,3,1019.22,unknown,patched,181,False
2025-09-02T10:52:01.189281,blood_pressure_monitor_01,blood_pressure_monitor,218.8,1920.62,16,501.47,unknown,patched,155,False
2025-09-02T10:52:03.193209,heart_rate_sensor_02,heart_rate_sensor,220.1,1277.05,17,37.47,unknown,patched,327,False
2025-09-02T10:52:05.196606,blood_pressure_monitor_01,blood_pressure_monitor,309.27,7098.29,16,444.98,unknown,patched,215,False
2025-09-02T10:52:07.189723,blood_pressure_monitor_01,blood_pressure_monitor,289.16,7085.21,16,996.73,unknown,patched,31,False
2025-09-02T10:52:09.184723,heart_rate_sensor_02,heart_rate_sensor,225.89,1171.85,9,531.24,unknown,patched,315,False
2025-09-02T10:52:11.184445,insulin_pump_01,insulin_pump,271.3,1966.46,16,780.99,unknown,patched,189,False
2025-09-02T10:52:11.352648,glucose_monitor_01,glucose_monitor,9.26,9286.4,17,203.04,unknown,patched,149,False
2025-09-02T10:52:13.184912,heart_rate_sensor_02,heart_rate_sensor,315.65,9076.0,7,291.2,unknown,patched,80,False
2025-09-02T10:52:13.377804,blood_pressure_monitor_01,blood_pressure_monitor,194.94,9568.98,10,19.01,unknown,patched,347,False
2025-09-02T10:52:15.199566,glucose_monitor_01,glucose_monitor,210.86,9557.69,1,559.26,unknown,patched,254,False
2025-09-02T10:52:15.387868,insulin_pump_01,insulin_pump,454.92,3507.01,0,243.61,unknown,unpatched,209,False
2025-09-02T10:52:17.201039,heart_rate_sensor_02,heart_rate_sensor,47.02,8312.63,6,807.8,unknown,patched,143,False
2025-09-02T10:52:17.362840,heart_rate_sensor_02,heart_rate_sensor,374.51,7898.59,12,637.47,unknown,patched,167,False
2025-09-02T10:52:19.192239,heart_rate_sensor_02,heart_rate_sensor,275.81,4088.96,3,802.06,unknown,patched,88,False
2025-09-02T10:52:19.369369,heart_rate_sensor_02,heart_rate_sensor,44.56,3701.49,12,241.31,unknown,patched,120,False
2025-09-02T10:52:21.186185,pacemaker_01,pacemaker,371.59,2379.82,16,900.04,unknown,patched,132,False
2025-09-02T10:52:21.358095,pacemaker_01,pacemaker,478.45,981.81,4,774.31,unknown,patched,54,False
2025-09-02T10:52:23.193111,heart_rate_sensor_02,heart_rate_sensor,490.82,4723.0,17,818.64,unknown,patched,26,False
2025-09-02T10:52:23.359302,insulin_pump_01,insulin_pump,175.94,9064.05,14,895.6,unknown,patched,79,False
2025-09-02T10:52:25.193003,blood_pressure_monitor_01,blood_pressure_monitor,344.93,6564.53,8,844.86,unknown,patched,293,False
2025-09-02T10:52:25.359020,pacemaker_01,pacemaker,497.57,330.09,1,330.62,unknown,patched,287,False
2025-09-02T10:52:27.190972,blood_pressure_monitor_01,blood_pressure_monitor,357.2,5661.55,14,646.16,unknown,patched,58,False
2025-09-02T10:52:27.365857,insulin_pump_01,insulin_pump,169.88,53.78,1,922.61,unknown,patched,250,False
2025-09-02T10:52:29.192942,glucose_monitor_01,glucose_monitor,366.79,1300.71,14,867.48,unknown,unpatched,109,False
2025-09-02T10:52:29.369799,insulin_pump_01,insulin_pump,245.77,7689.5,8,199.78,unknown,patched,250,False
2025-09-02T10:52:31.186344,insulin_pump_01,insulin_pump,312.4,4931.71,17,612.83,unknown,patched,281,False
2025-09-02T10:52:31.356903,insulin_pump_01,insulin_pump,283.5,5349.03,11,83.15,unknown,patched,24,False
2025-09-02T10:52:33.189673,insulin_pump_01,insulin_pump,327.66,4967.08,12,821.38,unknown,patched,324,False
2025-09-02T10:52:33.357665,heart_rate_sensor_02,heart_rate_sensor,359.84,613.95,11,451.51,unknown,unpatched,57,False
2025-09-02T10:52:35.194825,blood_pressure_monitor_01,blood_pressure_monitor,17.8,4259.34,9,466.77,unknown,patched,200,False
2025-09-02T10:52:35.368655,glucose_monitor_01,glucose_monitor,163.14,8578.04,14,613.7,unknown,patched,158,False
2025-09-02T10:52:37.195584,heart_rate_sensor_02,heart_rate_sensor,47.59,7482.84,19,795.59,unknown,unpatched,150,False
2025-09-02T10:52:37.357251,pacemaker_01,pacemaker,321.21,4741.76,15,687.55,unknown,unpatched,107,False
2025-09-02T10:52:39.185412,insulin_pump_01,insulin_pump,124.91,5858.1,19,446.47,unknown,patched,150,False
2025-09-02T10:52:39.362585,heart_rate_sensor_02,heart_rate_sensor,495.76,5308.32,14,435.65,unknown,patched,254,False
2025-09-02T10:52:41.197360,insulin_pump_01,insulin_pump,499.64,9123.31,10,231.83,unknown,patched,17,False
2025-09-02T10:52:41.370215,blood_pressure_monitor_01,blood_pressure_monitor,13.22,2131.31,3,360.93,unknown,patched,207,False
2025-09-02T10:52:43.191189,blood_pressure_monitor_01,blood_pressure_monitor,276.39,3874.96,0,358.7,unknown,patched,250,False
2025-09-02T10:52:43.356169,insulin_pump_01,insulin_pump,153.54,4662.7,19,896.03,unknown,patched,25,False
2025-09-02T10:52:45.193546,glucose_monitor_01,glucose_monitor,324.36,2651.49,18,67.94,unknown,patched,47,False
2025-09-02T10:52:45.360000,heart_rate_sensor_02,heart_rate_sensor,408.13,8873.05,10,882.58,unknown,patched,347,False
2025-09-02T10:52:47.192767,insulin_pump_01,insulin_pump,49.67,6012.59,1,260.53,unknown,patched,126,False
2025-09-02T10:52:47.361567,heart_rate_sensor_02,heart_rate_sensor,490.28,3122.38,7,550.15,unknown,patched,100,False
2025-09-02T10:52:49.190265,pacemaker_01,pacemaker,152.51,2214.29,16,586.29,unknown,patched,195,False
2025-09-02T10:52:49.364275,heart_rate_sensor_02,heart_rate_sensor,465.43,2971.27,11,12.93,unknown,unpatched,110,False
2025-09-02T10:52:51.184406,blood_pressure_monitor_01,blood_pressure_monitor,429.93,3421.36,2,91.99,unknown,patched,117,False
2025-09-02T10:52:51.355741,insulin_pump_01,insulin_pump,38.85,4213.56,9,626.28,unknown,unpatched,100,False
2025-09-02T10:52:53.185890,glucose_monitor_01,glucose_monitor,143.72,4764.28,3,415.59,unknown,patched,27,False
2025-09-02T10:52:53.366764,heart_rate_sensor_02,heart_rate_sensor,126.23,6026.76,11,176.97,unknown,patched,259,False
2025-09-02T10:52:55.185603,pacemaker_01,pacemaker,203.56,2689.59,5,168.21,unknown,patched,51,False
2025-09-02T10:52:55.356111,glucose_monitor_01,glucose_monitor,242.09,3214.62,15,515.2,unknown,patched,118,False
2025-09-02T10:52:57.194047,glucose_monitor_01,glucose_monitor,299.66,8984.11,10,882.1,unknown,patched,23,False
2025-09-02T10:52:57.361699,pacemaker_01,pacemaker,3.52,1790.85,8,325.69,unknown,unpatched,184,False
2025-09-02T10:52:59.191292,insulin_pump_01,insulin_pump,135.25,9440.86,19,930.11,unknown,patched,143,False
2025-09-02T10:52:59.363493,pacemaker_01,pacemaker,318.04,7036.54,17,598.94,unknown,patched,144,False
2025-09-02T10:53:01.196057,glucose_monitor_01,glucose_monitor,310.27,7891.66,14,925.15,unknown,unpatched,20,False
2025-09-02T10:53:01.359809,blood_pressure_monitor_01,blood_pressure_monitor,171.17,1310.04,0,709.15,unknown,unpatched,40,False
2025-09-02T10:53:03.184874,glucose_monitor_01,glucose_monitor,392.18,4994.64,2,778.07,unknown,patched,10,False
2025-09-02T10:53:03.365857,blood_pressure_monitor_01,blood_pressure_monitor,447.8,6809.23,1,328.13,unknown,patched,43,False
2025-09-02T10:53:05.186500,heart_rate_sensor_02,heart_rate_sensor,178.7,602.94,12,938.75,unknown,patched,244,False
2025-09-02T10:53:05.356933,insulin_pump_01,insulin_pump,149.46,7552.95,0,915.71,unknown,unpatched,87,False
2025-09-02T10:53:07.190034,insulin_pump_01,insulin_pump,381.91,841.58,16,549.13,unknown,patched,63,False
2025-09-02T10:53:07.359081,blood_pressure_monitor_01,blood_pressure_monitor,21.86,9217.22,3,687.08,unknown,patched,198,False
2025-09-02T10:53:09.361915,insulin_pump_01,insulin_pump,6.25,2419.62,10,94.93,unknown,patched,105,False
2025-09-02T10:53:11.367557,heart_rate_sensor_02,heart_rate_sensor,381.26,392.47,1,460.44,unknown,unpatched,307,False
2025-09-02T10:53:13.364965,blood_pressure_monitor_01,blood_pressure_monitor,130.67,8727.04,11,599.14,unknown,patched,218,False
2025-09-02T10:53:15.354330,pacemaker_01,pacemaker,237.6,2819.99,19,705.78,unknown,patched,281,False
2025-09-02T10:53:17.364036,glucose_monitor_01,glucose_monitor,218.63,7935.41,18,215.65,unknown,patched,266,False
2025-09-02T10:53:19.364542,heart_rate_sensor_02,heart_rate_sensor,72.88,2092.38,7,637.53,unknown,patched,304,False
2025-09-02T10:53:21.364987,insulin_pump_01,insulin_pump,169.03,6478.78,9,574.51,unknown,patched,217,False
2025-09-02T10:53:23.361387,insulin_pump_01,insulin_pump,391.05,6315.83,8,572.99,unknown,patched,166,False
2025-09-02T10:53:25.373668,blood_pressure_monitor_01,blood_pressure_monitor,493.35,368.74,19,58.56,unknown,patched,3,False
2025-09-02T10:53:27.357559,blood_pressure_monitor_01,blood_pressure_monitor,475.31,9490.52,3,523.65,unknown,unpatched,100,False
2025-09-02T10:53:29.366523,heart_rate_sensor_02,heart_rate_sensor,175.09,173.89,2,672.84,unknown,patched,218,False
2025-09-02T10:53:31.366691,blood_pressure_monitor_01,blood_pressure_monitor,96.73,4065.48,19,974.4,unknown,patched,89,False
2025-09-02T10:53:33.357453,blood_pressure_monitor_01,blood_pressure_monitor,202.38,5570.44,3,36.4,unknown,patched,116,False
2025-09-02T10:53:35.358665,heart_rate_sensor_02,heart_rate_sensor,125.57,7933.85,14,615.64,unknown,patched,15,False
2025-09-02T10:53:37.365875,pacemaker_01,pacemaker,21.34,7558.05,7,177.95,unknown,patched,295,False
2025-09-02T10:53:39.355573,blood_pressure_monitor_01,blood_pressure_monitor,350.5,4016.02,0,142.72,unknown,patched,269,False
2025-09-02T10:53:41.361472,heart_rate_sensor_02,heart_rate_sensor,435.79,7313.99,12,549.01,unknown,patched,286,False
2025-09-02T10:53:43.358578,heart_rate_sensor_02,heart_rate_sensor,67.59,9806.38,12,931.1,unknown,patched,349,False
2025-09-02T10:53:45.358670,blood_pressure_monitor_01,blood_pressure_monitor,262.38,2857.49,11,400.34,unknown,patched,169,False
2025-09-02T10:53:47.356317,insulin_pump_01,insulin_pump,135.06,3102.82,13,497.94,unknown,patched,271,False
2025-09-02T10:53:49.190131,pacemaker_01,pacemaker,384.86,9025.46,7,371.56,unknown,patched,153,False
2025-09-02T10:53:49.354263,heart_rate_sensor_02,heart_rate_sensor,291.97,6413.9,6,639.48,unknown,patched,208,False
2025-09-02T10:53:51.365679,insulin_pump_01,insulin_pump,468.77,4891.64,8,294.66,unknown,patched,34,False
2025-09-02T10:53:53.358053,glucose_monitor_01,glucose_monitor,110.43,3865.64,7,163.64,unknown,patched,58,False
2025-09-02T10:53:55.390400,blood_pressure_monitor_01,blood_pressure_monitor,28.9,2927.22,4,237.15,unknown,patched,95,False
2025-09-02T10:53:57.356920,glucose_monitor_01,glucose_monitor,221.31,6534.63,8,150.4,unknown,patched,338,False
2025-09-02T10:53:59.361666,insulin_pump_01,insulin_pump,217.44,9657.05,13,260.7,unknown,patched,305,False
2025-09-02T10:54:01.356015,glucose_monitor_01,glucose_monitor,309.73,5773.87,8,128.57,unknown,unpatched,19,False
